tab 	specimens
citations	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	sample	specimen
This study	78.8	-53.8	0.6	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-182.40	SI6-182.40a
This study	82.1	-57.4	0.7	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-182.50	SI6-182.50a
This study	70.8	-57.9	1	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-183.00	SI6-183.00a
This study	67.7	-57.6	0.9	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-183.10	SI6-183.10a
This study	105.2	-60.7	1.7	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-2.20	SI6-2.20a
This study	85.1	-63.5	1.4	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-2.40	SI6-2.40a
This study	103.0	-45.1	11.7	6	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-208.60	SI6-208.60a
This study	104.2	-50.8	2.7	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-209.00	SI6-209.00a
This study	93.3	-49.5	2.1	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-209.10	SI6-209.10a
This study	101.3	-59.4	0.8	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-209.40	SI6-209.40a
This study	103.1	-55	1	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-209.50	SI6-209.50a
This study	193.6	-48.6	1.3	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-209.80	SI6-209.80a
This study						Extrusive:Igneous	Lava Flow	Basalt					SI6-210.05	SI6-210.05a
This study	350.5	-72	0.3	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-247.4	SI6-247.4a
This study	93.3	-58.5	1.5	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-247.7	SI6-247.7a
This study	98.1	-52.3	1.9	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.07	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-248.1	SI6-248.1a
This study	117.5	-59	2.4	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-248.8	SI6-248.8a
This study	118.7	-51.5	2.1	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-248.9	SI6-248.9a
This study	105.9	-57.7	0.5	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-249.2	SI6-249.2a
This study	116.3	-53.6	1.7	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-251.0	SI6-251.0a
This study	107.1	-52.4	1.5	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-251.2	SI6-251.2a
This study	86.8	-68.6	0.8	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-274.2	SI6-274.2a
This study	95.1	-69.2	0.6	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-274.3	SI6-274.3a
This study	91.9	-65.1	0.8	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-274.9	SI6-274.9a
This study	100.0	-71	0.5	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-275.3	SI6-275.3a
This study	95.8	-62.9	0.3	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-276.3	SI6-276.3a
This study	90.3	-61.1	0.7	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-277.0	SI6-277.0a
This study	86.3	-68.2	0.9	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-277.3	SI6-277.3a
This study	98.9	-64.1	0.9	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-277.5	SI6-277.5a
This study	116.1	-61.3	1.9	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.07	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-291.4	SI6-291.4a
This study	113.2	-65.9	0.7	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-291.8	SI6-291.8a
This study	98.1	-56	0.9	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-293.2	SI6-293.2a
This study	96.2	-51.3	0.9	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-294.0	SI6-294.0a
This study	100.0	-68	0.3	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-294.4	SI6-294.4a
This study	100.0	-67.2	0.7	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-294.6	SI6-294.6a
This study	93.1	-54.9	0.4	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-295.2	SI6-295.2a
This study	102.1	-61.6	0.8	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-296.2	SI6-296.2a
This study	33.0	-32.9	0.2	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-41.6	SI6-41.6a
This study	92.9	-60	0.5	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-42.6	SI6-42.6a
This study	79.6	-69.1	0.5	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-43.5	SI6-43.5a
This study	104.1	-66.6	0.8	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-43.6	SI6-43.6a
This study	99.2	-63.8	1.2	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-43.8	SI6-43.8a
This study	345.2	-71.3	0.3	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-46.5	SI6-46.5a
This study	113.6	-68.7	0.5	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-46.6	SI6-46.6a
This study	84.3	-61.4	0.6	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-50.9	SI6-50.9a
This study	103.0	-82.9	0.3	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-78.05	SI6-78.05a
This study	92.8	-69.1	0.1	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-78.20	SI6-78.20a
This study	102.2	-72	0.2	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-78.40	SI6-78.40a
This study	105.6	-68	0.7	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-79.80	SI6-79.80a
This study	101.7	-68.7	0.6	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-79.85	SI6-79.85a
This study	148.6	-75.1	0.6	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-79.90	SI6-79.90a
This study	97.0	-65	0.2	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-80.40	SI6-80.40a
This study						Extrusive:Igneous	Lava Flow	Basalt					SI6-80.45	SI6-80.45a
This study	96.2	-79.3	0.6	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-95.40	SI6-95.40a
This study	95.9	-75.6	0.5	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-95.50	SI6-95.50a
This study	122.8	-76	0.9	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-95.51	SI6-95.51a
This study	103.4	-77.7	0.6	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-95.60	SI6-95.60a
This study	91.1	-83.4	0.4	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-96.38	SI6-96.38a
This study	71.0	-45.1	0.6	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-96.40	SI6-96.40a
This study	252.4	-74.1	0.7	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-96.60	SI6-96.60a
This study	131.5	-49.3	1.1	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-0.2	SI7-0.2a
This study	127.4	-44.9	1.4	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-0.5	SI7-0.5a
This study	134.0	-48.3	1.4	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-1.0	SI7-1.0a
This study	127.9	-50.4	1.6	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-1.1	SI7-1.1a
This study	126.9	-45.8	2.3	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-1.4	SI7-1.4a
This study	108.7	-65.9	0.8	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.07	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-10.9	SI7-10.9a
This study	116.9	-52.8	1.3	9	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.08	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-11.80	SI7-11.80a
This study						Extrusive:Igneous	Lava Flow	Basalt					SI7-11.8	SI7-11.8a
This study	119.5	-54	3.6	8	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.14	0.05	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-12.70	SI7-12.70a
This study						Extrusive:Igneous	Lava Flow	Basalt					SI7-12.7	SI7-12.7a
This study	129.7	-48.7	3	10	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.14	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-13.20	SI7-13.20a
This study						Extrusive:Igneous	Lava Flow	Basalt					SI7-13.2	SI7-13.2a
This study	125.6	-42.5	1.7	11	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-13.70	SI7-13.70a
This study						Extrusive:Igneous	Lava Flow	Basalt					SI7-13.7	SI7-13.7a
This study						Extrusive:Igneous	Lava Flow	Basalt					SI7-14.2	SI7-14.2a
This study	115.4	-59.4	3.1	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.14	0.05	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-15.6	SI7-15.6a
This study	117.3	-64.7	2	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.14	0.05	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-16.0	SI7-16.0a
This study	125.4	-53.5	1.7	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-2.4	SI7-2.4a
This study	129.1	-49.8	2.3	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.17	0.05	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-2.6	SI7-2.6a
This study	126.3	-45.3	2.6	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.17	0.06	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-2.7	SI7-2.7a
This study	134.4	-56.7	0.2	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-3.94	SI7-3.94a
This study	132.9	-62.6	0.3	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-3.95	SI7-3.95a
This study	111.5	-54.5	0.6	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-3.96	SI7-3.96a
This study	127.4	-60	1.4	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-3.98	SI7-3.98a
This study	134.0	-48.8	3.9	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.14	0.05	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-4.20	SI7-4.20a
This study	142.6	-57.9	1.5	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.14	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-4.70	SI7-4.70a
This study	142.0	-31.6	5.7	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI7-4.75	SI7-4.75a
This study	115.4	-67.1	0.7	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-1.70	SI8-1.70a
This study	136.2	-69.1	0.3	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-1.80	SI8-1.80a
This study	134.3	-71	0.6	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-1.90	SI8-1.90a
This study	89.0	-63.4	0.1	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-108.6	SI8-108.6a
This study	110.5	-67.2	0.3	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-109.8	SI8-109.8a
This study	83.6	-67	0.2	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-111.2	SI8-111.2a
This study	78.5	-62.9	0.3	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-111.6	SI8-111.6a
This study	100.4	-67.5	0.3	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-111.8	SI8-111.8a
This study	108.7	-65.3	0.7	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-113.6	SI8-113.6a
This study	130.9	-49.3	0.4	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-114.4	SI8-114.4a
This study	118.8	-69.6	0.3	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-115.4	SI8-115.4a
This study	126.1	-71	0.4	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-2.00	SI8-2.00a
This study	123.9	-69.6	0.3	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-2.30	SI8-2.30a
This study	125.2	-65.1	0.5	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-2.70	SI8-2.70a
This study	124.0	-67	0.5	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-2.75	SI8-2.75a
This study	111.5	-52.7	0.8	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-28.7	SI8-28.7a
This study	111.1	-61.7	0.4	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-29.7	SI8-29.7a
This study	92.4	-51.1	0.7	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-29.9	SI8-29.9a
This study	126.0	-70.4	0.6	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-3.30	SI8-3.30a
This study	98.5	-57.2	0.3	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-31.5	SI8-31.5a
This study	100.4	-61.4	0.3	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-31.7	SI8-31.7a
This study	112.7	-58	0.4	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-32.4	SI8-32.4a
This study	122.6	-66.8	0.9	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-32.8	SI8-32.8a
This study	127.4	-60	1.5	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-35.2	SI8-35.2a
This study	124.7	-65.2	3.5	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-50.0	SI8-50.0a
This study	115.3	-56.9	2.1	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-50.5	SI8-50.5a
This study	111.5	-60.7	2.6	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-50.6	SI8-50.6a
This study	128.0	-60.6	1.9	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-51.3	SI8-51.3a
This study	126.3	-68.7	0.5	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-52.2	SI8-52.2a
This study	125.6	-73.3	0.4	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-53.0	SI8-53.0a
This study	18.1	-44.5	2.5	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-53.2	SI8-53.2a
This study	202.9	-20.5	0.6	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-54.0	SI8-54.0a
This study	124.9	-72.1	0.7	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-6.0	SI8-6.0a
This study	147.5	-78.4	0.3	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-6.2	SI8-6.2a
This study	111.1	-72.3	0.6	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-6.3	SI8-6.3a
This study	109.6	-73.8	0.4	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-6.4	SI8-6.4a
This study	116.2	-63.6	0.3	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-6.5	SI8-6.5a
This study	116.3	-74	0.5	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-7.8	SI8-7.8a
This study	111.7	-72	0.8	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-70.3	SI8-70.3a
This study	114.5	-70.1	0.7	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-70.4	SI8-70.4a
This study	107.5	-73.4	0.2	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-70.7	SI8-70.7a
This study	97.6	-65.2	0.6	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-72.1	SI8-72.1a
This study	94.7	-66	0.7	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-72.3	SI8-72.3a
This study	99.4	-69.3	0.6	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-72.9	SI8-72.9a
This study	110.0	-71.1	0.3	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-73.2	SI8-73.2a
This study	96.5	-68.1	0.7	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-73.4	SI8-73.4a
This study	85.7	-63.7	0.5	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-88.2	SI8-88.2a
This study	138.8	-63.1	0.5	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-9.0	SI8-9.0a
This study	38.1	-45	0.6	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI8-9.2	SI8-9.2a
